source_artifact,object_type,object_id,issue_key,source_mod,source_file,current_status,decision,resolved_value_or_policy,evidence,confidence,codex_action
strategic_infrastructure,district,district_giga_elysium_admin,@elysium_maintenance,Gigastructural Engineering & More (4.4),common\districts\giga_elysium.txt,variable_value_unresolved,resolved_source_local_variable,@elysium_maintenance = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_elysium.txt: @elysium_maintenance = 5.,high,Update source-local variable resolution so district:district_giga_elysium_admin consumes @elysium_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_elysium_control,@elysium_maintenance,Gigastructural Engineering & More (4.4),common\districts\giga_elysium.txt,variable_value_unresolved,resolved_source_local_variable,@elysium_maintenance = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_elysium.txt: @elysium_maintenance = 5.,high,Update source-local variable resolution so district:district_giga_elysium_control consumes @elysium_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_elysium_entertainment,@elysium_maintenance,Gigastructural Engineering & More (4.4),common\districts\giga_elysium.txt,variable_value_unresolved,resolved_source_local_variable,@elysium_maintenance = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_elysium.txt: @elysium_maintenance = 5.,high,Update source-local variable resolution so district:district_giga_elysium_entertainment consumes @elysium_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_elysium_housing,@elysium_maintenance,Gigastructural Engineering & More (4.4),common\districts\giga_elysium.txt,variable_value_unresolved,resolved_source_local_variable,@elysium_maintenance = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_elysium.txt: @elysium_maintenance = 5.,high,Update source-local variable resolution so district:district_giga_elysium_housing consumes @elysium_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_elysium_science,@elysium_maintenance,Gigastructural Engineering & More (4.4),common\districts\giga_elysium.txt,variable_value_unresolved,resolved_source_local_variable,@elysium_maintenance = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_elysium.txt: @elysium_maintenance = 5.,high,Update source-local variable resolution so district:district_giga_elysium_science consumes @elysium_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_administrative,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_administrative consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_administrative,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_administrative consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_amenities consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_amenities consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities_dystopian,@[,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,Evaluate bracket expressions in source-local context: minerals cost = 1000 * 2 = 2000; energy upkeep = 5 * 2 = 10.,Source file defines @advanced_cost = 1000 and @advanced_upkeep = 5; the dystopian amenities district uses `minerals = @[ advanced_cost * 2 ]` and `energy = @[ advanced_upkeep * 2 ]`.,high,Teach the numeric resolver to evaluate PDX bracket arithmetic expressions with source-local variables; update development and strategic-infrastructure rows and remove this blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities_dystopian,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_amenities_dystopian consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities_gestalt,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_amenities_gestalt consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_amenities_gestalt,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_amenities_gestalt consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_anticrime,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_anticrime consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_anticrime,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_anticrime consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_city,@city_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@city_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @city_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_city consumes @city_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_city_advanced,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_city_advanced consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_decompressor,@mega_alloy_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@mega_alloy_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @mega_alloy_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_decompressor consumes @mega_alloy_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_decompressor,@mega_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@mega_upkeep = 20,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @mega_upkeep = 20.,high,Update source-local variable resolution so district:district_giga_frameworld_decompressor consumes @mega_upkeep as 20 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_factory,@city_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@city_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @city_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_factory consumes @city_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_factory_advanced,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_factory_advanced consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_factory_advanced,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_factory_advanced consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_farming,@base_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@base_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @base_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_farming consumes @base_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_fortress,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_fortress consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_fortress,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_fortress consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_foundry,@city_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@city_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @city_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_foundry consumes @city_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_foundry_advanced,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_foundry_advanced consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_foundry_advanced,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_foundry_advanced consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_generator,@base_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@base_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @base_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_generator consumes @base_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_hive,@city_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@city_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @city_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_hive consumes @city_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_hive_advanced,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_hive_advanced consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_mining,@base_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@base_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @base_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_mining consumes @base_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_nexus,@city_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@city_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @city_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_nexus consumes @city_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_nexus_advanced,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_nexus_advanced consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_penrose,@mega_alloy_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@mega_alloy_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @mega_alloy_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_penrose consumes @mega_alloy_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_penrose,@mega_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@mega_upkeep = 20,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @mega_upkeep = 20.,high,Update source-local variable resolution so district:district_giga_frameworld_penrose consumes @mega_upkeep as 20 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_sanctuary,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_sanctuary consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_sanctuary,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_sanctuary consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_sanctuary_advanced,@advanced_double_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_double_rare_upkeep = 2,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_double_rare_upkeep = 2.,high,Update source-local variable resolution so district:district_giga_frameworld_sanctuary_advanced consumes @advanced_double_rare_upkeep as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_sanctuary_advanced,@advanced_double_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_double_upkeep = 10,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_double_upkeep = 10.,high,Update source-local variable resolution so district:district_giga_frameworld_sanctuary_advanced consumes @advanced_double_upkeep as 10 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_science,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_science consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_science,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_science consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_simulation,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_simulation consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_simulation,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_simulation consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_synapse,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_synapse consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_synapse,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_synapse consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_temple,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_temple consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_temple,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_temple consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_trade,@advanced_rare_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_rare_upkeep = 1,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_rare_upkeep = 1.,high,Update source-local variable resolution so district:district_giga_frameworld_trade consumes @advanced_rare_upkeep as 1 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_giga_frameworld_trade,@advanced_upkeep,Gigastructural Engineering & More (4.4),common\districts\giga_frameworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@advanced_upkeep = 5,Source-local variable assignment found in Gigastructural Engineering & More (4.4)/common\districts\giga_frameworld_districts.txt: @advanced_upkeep = 5.,high,Update source-local variable resolution so district:district_giga_frameworld_trade consumes @advanced_upkeep as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_energy,@hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@hab_maintenance = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @hab_maintenance = 2.,high,Update source-local variable resolution so district:district_hab_energy consumes @hab_maintenance as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_energy,@low_hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@low_hab_maintenance = 0.25,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @low_hab_maintenance = 0.25.,high,Update source-local variable resolution so district:district_hab_energy consumes @low_hab_maintenance as 0.25 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_housing,@hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@hab_maintenance = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @hab_maintenance = 2.,high,Update source-local variable resolution so district:district_hab_housing consumes @hab_maintenance as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_housing,@low_hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@low_hab_maintenance = 0.25,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @low_hab_maintenance = 0.25.,high,Update source-local variable resolution so district:district_hab_housing consumes @low_hab_maintenance as 0.25 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_mining,@hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@hab_maintenance = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @hab_maintenance = 2.,high,Update source-local variable resolution so district:district_hab_mining consumes @hab_maintenance as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_mining,@low_hab_maintenance,Stellaris vanilla,common\districts\03_habitat_districts.txt,variable_value_unresolved,resolved_source_local_variable,@low_hab_maintenance = 0.25,Source-local variable assignment found in Stellaris vanilla/common\districts\03_habitat_districts.txt: @low_hab_maintenance = 0.25.,high,Update source-local variable resolution so district:district_hab_mining consumes @low_hab_maintenance as 0.25 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_science,@hab_maintenance,Stellar AI Director,common\districts\zzzz_staid_06_research_infrastructure_districts.txt,variable_value_unresolved,resolved_source_local_variable,@hab_maintenance = 2,Source-local variable assignment found in Stellar AI Director/common\districts\zzzz_staid_06_research_infrastructure_districts.txt: @hab_maintenance = 2.,high,Update source-local variable resolution so district:district_hab_science consumes @hab_maintenance as 2 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_hab_science,@low_hab_maintenance,Stellar AI Director,common\districts\zzzz_staid_06_research_infrastructure_districts.txt,variable_value_unresolved,resolved_source_local_variable,@low_hab_maintenance = 0.25,Source-local variable assignment found in Stellar AI Director/common\districts\zzzz_staid_06_research_infrastructure_districts.txt: @low_hab_maintenance = 0.25.,high,Update source-local variable resolution so district:district_hab_science consumes @low_hab_maintenance as 0.25 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_city,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_city consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_commercial,@rw_maintenance,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance = 5,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance = 5.,high,Update source-local variable resolution so district:district_rw_commercial consumes @rw_maintenance as 5 and remove this unresolved_variable blocker row.
strategic_infrastructure,district,district_rw_commercial,@rw_maintenance_sr,Stellaris vanilla,common\districts\04_ringworld_districts.txt,variable_value_unresolved,resolved_source_local_variable,@rw_maintenance_sr = 2,Source-local variable assignment found in Stellaris vanilla/common\districts\04_ringworld_districts.txt: @rw_maintenance_sr = 2.,high,Update source-local variable resolution so district:district_rw_commercial consumes @rw_maintenance_sr as 2 and remove this unresolved_variable blocker row.
