benefit_class,object_type,object_id,source_mod,source_file,current_status,decision,formula_or_policy,evidence,confidence,codex_action
empire_country_modifier,building,building_giga_aeternum_ruler_computer,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_aeternum_ruler_computer in Gigastructural Engineering & More (4.4)/common\buildings\giga_aeternum_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_blokkat_blokkwork_node,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_blokkat_blokkwork_node in Gigastructural Engineering & More (4.4)/common\buildings\giga_blokkat_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
direct_resource_support,building,building_giga_blokkat_energy_capacitor,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,Detected-only for this row: direct-resource terms were found by text/structural signal while benefit_amount remains 0. Parsed direct resource output rows are already numeric elsewhere; do not invent a resource amount here.,"Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_blokkat_energy_capacitor in Gigastructural Engineering & More (4.4)/common\buildings\giga_blokkat_buildings.txt.",high,Exclude this row from numeric scoring; keep it as a detection tag and rely only on parsed direct_output/job_output resource columns for economic-plan amounts.
empire_country_modifier,building,building_giga_blokkat_energy_capacitor,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_blokkat_energy_capacitor in Gigastructural Engineering & More (4.4)/common\buildings\giga_blokkat_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_blokkat_hyperdimensional_research,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_blokkat_hyperdimensional_research in Gigastructural Engineering & More (4.4)/common\buildings\giga_blokkat_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_catalyst_crafter,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_catalyst_crafter in Gigastructural Engineering & More (4.4)/common\buildings\giga_catalyst_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_catalyst_spaceport,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_catalyst_spaceport in Gigastructural Engineering & More (4.4)/common\buildings\giga_catalyst_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_catalyst_vault,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_catalyst_vault in Gigastructural Engineering & More (4.4)/common\buildings\giga_catalyst_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_energy_nexus_1,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_energy_nexus_1 in Gigastructural Engineering & More (4.4)/common\buildings\giga_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_institute_1,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_institute_1 in Gigastructural Engineering & More (4.4)/common\buildings\giga_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_matrioshka_brain_uplink,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_matrioshka_brain_uplink in Gigastructural Engineering & More (4.4)/common\buildings\giga_matrioshka_brain_uplinks.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_matrioshka_brain_uplink_entertainment,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_matrioshka_brain_uplink_entertainment in Gigastructural Engineering & More (4.4)/common\buildings\giga_matrioshka_brain_uplinks.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_matrioshka_brain_uplink_training,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_matrioshka_brain_uplink_training in Gigastructural Engineering & More (4.4)/common\buildings\giga_matrioshka_brain_uplinks.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
housing,building,building_giga_mega_housing,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt,detected_unvalued,numeric_formula_defined,"Numeric formula for these Gigas mega-housing rows: parse `planet_housing_add` from the triggered planet modifier, resolve @ring_building_housing = 1500 or @ring_building_housing_communal = 2000, and preserve `multiplier = value:giga_ring_world_building_size` as conditional scaling. No generic resource conversion.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_mega_housing in Gigastructural Engineering & More (4.4)/common\buildings\giga_ring_world_buildings.txt. Source defines @ring_building_housing = 1500 and applies planet_housing_add = @ring_building_housing with multiplier value:giga_ring_world_building_size.",medium,Implement source-local variable plus multiplier-aware modifier parsing for the four Giga mega-housing buildings; remove their benefit_formula_status rows after formula columns are populated.
housing,building,building_giga_mega_housing_communal,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt,detected_unvalued,numeric_formula_defined,"Numeric formula for these Gigas mega-housing rows: parse `planet_housing_add` from the triggered planet modifier, resolve @ring_building_housing = 1500 or @ring_building_housing_communal = 2000, and preserve `multiplier = value:giga_ring_world_building_size` as conditional scaling. No generic resource conversion.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_mega_housing_communal in Gigastructural Engineering & More (4.4)/common\buildings\giga_ring_world_buildings.txt. Source defines @ring_building_housing_communal = 2000 and applies planet_housing_add = @ring_building_housing_communal with multiplier value:giga_ring_world_building_size.",medium,Implement source-local variable plus multiplier-aware modifier parsing for the four Giga mega-housing buildings; remove their benefit_formula_status rows after formula columns are populated.
housing,building,building_giga_mega_housing_hive,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt,detected_unvalued,numeric_formula_defined,"Numeric formula for these Gigas mega-housing rows: parse `planet_housing_add` from the triggered planet modifier, resolve @ring_building_housing = 1500 or @ring_building_housing_communal = 2000, and preserve `multiplier = value:giga_ring_world_building_size` as conditional scaling. No generic resource conversion.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_mega_housing_hive in Gigastructural Engineering & More (4.4)/common\buildings\giga_ring_world_buildings.txt. Source defines @ring_building_housing = 1500 and applies planet_housing_add = @ring_building_housing with multiplier value:giga_ring_world_building_size.",medium,Implement source-local variable plus multiplier-aware modifier parsing for the four Giga mega-housing buildings; remove their benefit_formula_status rows after formula columns are populated.
housing,building,building_giga_mega_housing_machine,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt,detected_unvalued,numeric_formula_defined,"Numeric formula for these Gigas mega-housing rows: parse `planet_housing_add` from the triggered planet modifier, resolve @ring_building_housing = 1500 or @ring_building_housing_communal = 2000, and preserve `multiplier = value:giga_ring_world_building_size` as conditional scaling. No generic resource conversion.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_mega_housing_machine in Gigastructural Engineering & More (4.4)/common\buildings\giga_ring_world_buildings.txt. Source defines @ring_building_housing = 1500 and applies planet_housing_add = @ring_building_housing with multiplier value:giga_ring_world_building_size.",medium,Implement source-local variable plus multiplier-aware modifier parsing for the four Giga mega-housing buildings; remove their benefit_formula_status rows after formula columns are populated.
empire_country_modifier,building,building_giga_mega_storage,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_mega_storage in Gigastructural Engineering & More (4.4)/common\buildings\giga_ring_world_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_megaworkshop_hub,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_megaworkshop_hub in Gigastructural Engineering & More (4.4)/common\buildings\giga_amb_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_giga_supercomputer_1,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_giga_supercomputer_1 in Gigastructural Engineering & More (4.4)/common\buildings\giga_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_grand_embassy,Stellaris vanilla,common\buildings\02_government_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_grand_embassy in Stellaris vanilla/common\buildings\02_government_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_identity_complex,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_identity_complex in Stellaris vanilla/common\buildings\20_machine_age_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_illicit_research_labs,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_illicit_research_labs in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_imperial_concession_port,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_imperial_concession_port in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_industrial_subsidiary,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_industrial_subsidiary in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_instrument_sanctum,Stellaris vanilla,common\buildings\12_event_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_instrument_sanctum in Stellaris vanilla/common\buildings\12_event_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_knightly_theme_park,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_knightly_theme_park in Stellaris vanilla/common\buildings\14_branch_office_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_koeleothan_effect_platform,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_koeleothan_effect_platform in Forgotten Empires 4.4.1/common\buildings\scfe_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_lathe_cogitator,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_lathe_cogitator in Stellaris vanilla/common\buildings\20_machine_age_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_lathe_validator,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_lathe_validator in Stellaris vanilla/common\buildings\20_machine_age_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_league_offices,Stellaris vanilla,common\buildings\08_unity_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_league_offices in Stellaris vanilla/common\buildings\08_unity_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_admin_hub,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_admin_hub in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_capital,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_capital in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_farm,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_farm in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_power_plant,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_power_plant in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_research_lab,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_research_lab in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_low_tech_scrap_refinery,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_low_tech_scrap_refinery in Stellaris vanilla/common\buildings\16_first_contact_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_master_archive,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_master_archive in Stellaris vanilla/common\buildings\13_fallen_empire_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_materiality_engine,Stellaris vanilla,common\buildings\23_shroud_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_materiality_engine in Stellaris vanilla/common\buildings\23_shroud_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_aevum_archeo_obelisks,More Events Mod,common\buildings\mem_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_aevum_archeo_obelisks in More Events Mod/common\buildings\mem_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
empire_country_modifier,building,building_mem_ancestors_grudge_dranir_spacelife_1,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt,detected_unvalued,detected_only_non_scoring_policy,"Detected-only: empire/country modifier, empire-limit, or text signal exists, but no scoped numeric local build-plan formula is defined. This class should not become a generic positive score.","Benefit taxonomy row: valuation_status=detected_unvalued, formula_status=detected_no_formula, evidence_kind=text_or_structural_signal, benefit_amount=0.0 Blocker row status=detected_unvalued for building:building_mem_ancestors_grudge_dranir_spacelife_1 in More Events Mod/common\buildings\mem_ancestors_grudge_buildings.txt.",high,Mark detected-only/non-consumable for build-plan scoring; add explicit per-modifier formulas later only for parsed numeric modifier keys.
