object_id,object_type,route_id,priority_band,timing,empire_context,prereq_state,desired_action,weight_formula,safety_gates,parent_ai_strategy,source_file,notes
building_giga_matrioshka_brain_uplink,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,reuse,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_complete
transferred_pops_district_scale_half_percent,scripted_value,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/script_values/06_script_values_biogenesis.txt,prerequisite_only with parent_ai_absent
acot_fallen_orbital_ring,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/!_giga_placeholder_ships.txt,direct_combat_power with parent_ai_absent
acot_precusor_orbital_ring_t1,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/!_giga_placeholder_ships.txt,direct_combat_power with parent_ai_absent
acot_precusor_orbital_ring_t2,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/!_giga_placeholder_ships.txt,direct_combat_power with parent_ai_absent
acot_precusor_orbital_ring_t3,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/!_giga_placeholder_ships.txt,direct_combat_power with parent_ai_absent
acot_precusor_orbital_ring_t4,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/!_giga_placeholder_ships.txt,direct_combat_power with parent_ai_absent
habitat_central_complex,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/99_habitats.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_1,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/zzz_sbx_3_0_orbital_rings.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_1,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/00_orbital_rings.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_2,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/zzz_sbx_3_0_orbital_rings.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_2,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/00_orbital_rings.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_3,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/zzz_sbx_3_0_orbital_rings.txt,direct_combat_power with parent_ai_absent
orbital_ring_tier_3,ship_size,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,design_ship,,no_core_deficit;route_prerequisites_resolved,override,common/ship_sizes/00_orbital_rings.txt,direct_combat_power with parent_ai_absent
administration_computers,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
administration_office,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
adv_assembly_yard,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
adv_space_engineers,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
adv_starbase,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
adv_starbase_defenses,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
advanced_military_program,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
archaeo_overcharger,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_afterburner,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_alloys_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_archaeo_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_archaeo_overcharger,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_archaeo_shield,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_armor_hardener,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_aura_bombardment,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_aura_hyperlane,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_aura_pd_penetration,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_aura_range,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_aura_strike_craft,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_bureaucracy_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_consumer_goods_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_crystal_plating,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_dark_matter_detector,starbase_building,crowded_tall_route,high,midgame,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_deep_space_black_site,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_detection_array,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_embassy_complex,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_energy_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_fleet_academy,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_food_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_galactic_stock_exchange,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_growth_chamber,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_harvest_processing_arrays,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_hydroponics_bay,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_irassian_naval_yards,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_listening_post,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_lm_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_maintenance_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_noble_estates,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_offspring_outlook,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_psi_corps,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_psi_shield,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_quantum_destabilizer,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_resource_silo,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_shield,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_shield_dampener,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_shield_generator,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_shield_hardener,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_slave_processing_facility,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_subspace_snare,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_component_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_synapse_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_trade_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_warp_fluctuator,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
arkship_yuht_detection_array,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_arkship_colony_buildings.txt,defensive_infrastructure with parent_ai_complete
art_college,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
artifact_silo,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
assembly_line_manufacturing,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
astromining_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
aura_emitter,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
battleship_assembly_yard,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
black_hole_observatory,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
capital_yards,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
chain_manufacturing,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
cloning_facilities,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
command_center,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
communications_jammer,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
construction_office,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
construction_planificator,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
cordyceptic_reanimation_facility,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
corvette_assembly_yard,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
crew_formation_modules,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
crew_quarters,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
cruiser_assembly_yard,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
curator_think_tank,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
customs_office,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
cybrex_mining_hub,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
dark_matter_detector,starbase_building,crowded_tall_route,high,midgame,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
dark_matter_listening_post,starbase_building,crowded_tall_route,high,midgame,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
deep_space_black_site,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
defense_grid,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
destroyer_assembly_yard,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
dimensional_shrine,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
disruption_field,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
dragon_hatchery,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/00_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
drydock,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/nsc_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
emergency_portal,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/sbx_3_0_buildings.txt,defensive_infrastructure with parent_ai_complete
equatorial_shipyard_uplink,starbase_building,crowded_tall_route,high,midgame,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/giga_starbase_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_advanced_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_advanced_crystal_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_advanced_lm_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_advanced_psi_shields,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_advanced_shields,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_bio_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
esc_arkship_crystal_core_armor,starbase_building,crowded_tall_route,high,opening,high_scale_supported_playset,see_dependency_edges,supplement_prerequisites,,no_core_deficit;route_prerequisites_resolved,reuse,common/starbase_buildings/esc_arkship_buildings.txt,defensive_infrastructure with parent_ai_complete
